Material,Process,Sub-process,Power,Velocity,Hatch spacing,layer thickness,beam D,density,Cp,k,melting T,absorption coefficient,minimal absorptivity,p/lb,p/l,p/b2,p/b,vb,vl,meltpool shape,,Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,porosity,relative density,comment,,,,,
SS17-4PH,PBF,SLM,150,1000,,50,80,7750,460,17.9,1693,,0.260961096,37500,3000,23.4375,187.5,80,50,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/486,,,,1420
SS17-4PH,PBF,SLM,150,1200,,50,80,7750,460,17.9,1693,,0.292091747,37500,3000,23.4375,187.5,96,60,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/487,,,,1420
SS17-4PH,PBF,SLM,150,1400,,50,80,7750,460,17.9,1693,,0.327158844,37500,3000,23.4375,187.5,112,70,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/488,,,,1420
SS17-4PH,PBF,SLM,150,1500,,50,80,7750,460,17.9,1693,,0.374549868,37500,3000,23.4375,187.5,120,75,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/489,,,,1420
SS17-4PH,PBF,SLM,150,1600,,50,80,7750,460,17.9,1693,,0.38781502,37500,3000,23.4375,187.5,128,80,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/490,,,,1420
SS17-4PH,PBF,SLM,150,1800,,50,80,7750,460,17.9,1693,,0.453412308,37500,3000,23.4375,187.5,144,90,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/491,,,,1420
SS17-4PH,PBF,SLM,150,2000,,50,80,7750,460,17.9,1693,,0.476428461,37500,3000,23.4375,187.5,160,100,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/492,,,,1420
SS17-4PH,PBF,SLM,200,800,,50,80,7750,460,17.9,1693,,0.372369705,50000,4000,31.25,250,64,40,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/493,,,,1420
SS17-4PH,PBF,SLM,200,1000,,50,80,7750,460,17.9,1693,,0.297895764,50000,4000,31.25,250,80,50,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/494,,,,1420
SS17-4PH,PBF,SLM,200,1200,,50,80,7750,460,17.9,1693,,0.299536385,50000,4000,31.25,250,96,60,LOF,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/495,,,,1420
SS17-4PH,PBF,SLM,200,1400,,50,80,7750,460,17.9,1693,,0.33040253,50000,4000,31.25,250,112,70,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/496,,,,1420
SS17-4PH,PBF,SLM,200,1600,,50,80,7750,460,17.9,1693,,0.357733224,50000,4000,31.25,250,128,80,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/497,,,,1420
SS17-4PH,PBF,SLM,200,1800,,50,80,7750,460,17.9,1693,,0.398965948,50000,4000,31.25,250,144,90,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/498,,,,1420
SS17-4PH,PBF,SLM,200,2000,,50,80,7750,460,17.9,1693,,0.421036062,50000,4000,31.25,250,160,100,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/499,,,,1420
SS17-4PH,PBF,SLM,200,2200,,50,80,7750,460,17.9,1693,,0.481431396,50000,4000,31.25,250,176,110,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/500,,,,1420
SS17-4PH,PBF,SLM,200,2400,,50,80,7750,460,17.9,1693,,0.52266412,50000,4000,31.25,250,192,120,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/501,,,,1420
SS17-4PH,PBF,SLM,300,1200,,50,80,7750,460,17.9,1693,,0.280930718,75000,6000,46.875,375,96,60,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/502,,,,1420
SS17-4PH,PBF,SLM,300,1400,,50,80,7750,460,17.9,1693,,0.296114627,75000,6000,46.875,375,112,70,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/503,,,,1420
SS17-4PH,PBF,SLM,300,1600,,50,80,7750,460,17.9,1693,,0.293419067,75000,6000,46.875,375,128,80,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/504,,,,1420
SS17-4PH,PBF,SLM,300,1800,,50,80,7750,460,17.9,1693,,0.308379234,75000,6000,46.875,375,144,90,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/505,,,,1420
SS17-4PH,PBF,SLM,300,2000,,50,80,7750,460,17.9,1693,,0.333494833,75000,6000,46.875,375,160,100,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/506,,,,1420
SS17-4PH,PBF,SLM,300,2200,,50,80,7750,460,17.9,1693,,0.357346757,75000,6000,46.875,375,176,110,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/507,,,,1420
SS17-4PH,PBF,SLM,300,2400,,50,80,7750,460,17.9,1693,,0.379956304,75000,6000,46.875,375,192,120,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/508,,,,1420
SS17-4PH,PBF,SLM,300,2600,,50,80,7750,460,17.9,1693,,0.375931229,75000,6000,46.875,375,208,130,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/509,,,,1420
SS17-4PH,PBF,SLM,900,400,,50,240,7750,460,17.9,1693,,0.328488386,75000,18000,15.625,375,96,20,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/510,,,,1420
SS17-4PH,PBF,SLM,900,500,,50,240,7750,460,17.9,1693,,0.365879548,75000,18000,15.625,375,120,25,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/511,,,,1420
SS17-4PH,PBF,SLM,900,600,,50,240,7750,460,17.9,1693,,0.386006438,75000,18000,15.625,375,144,30,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/512,,,,1420
SS17-4PH,PBF,SLM,900,700,,50,240,7750,460,17.9,1693,,0.419793371,75000,18000,15.625,375,168,35,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/513,,,,1420
SS17-4PH,PBF,SLM,900,800,,50,240,7750,460,17.9,1693,,0.461741444,75000,18000,15.625,375,192,40,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/514,,,,1420
SS17-4PH,PBF,SLM,900,900,,50,240,7750,460,17.9,1693,,0.468199132,75000,18000,15.625,375,216,45,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/515,,,,1420
SS17-4PH,PBF,SLM,900,1000,,50,240,7750,460,17.9,1693,,0.48352789,75000,18000,15.625,375,240,50,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/516,,,,1420
SS17-4PH,PBF,SLM,900,1200,,50,240,7750,460,17.9,1693,,0.536542089,75000,18000,15.625,375,288,60,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/517,,,,1420
SS17-4PH,PBF,SLM,900,1400,,50,240,7750,460,17.9,1693,,0.535252762,75000,18000,15.625,375,336,70,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/518,,,,1420
SS17-4PH,PBF,SLM,1350,600,,50,240,7750,460,17.9,1693,,0.321833073,112500,27000,23.4375,562.5,144,30,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/519,,,,1420
SS17-4PH,PBF,SLM,1350,800,,50,240,7750,460,17.9,1693,,0.385097106,112500,27000,23.4375,562.5,192,40,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/520,,,,1420
SS17-4PH,PBF,SLM,1350,1000,,50,240,7750,460,17.9,1693,,0.403601387,112500,27000,23.4375,562.5,240,50,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/521,,,,1420
SS17-4PH,PBF,SLM,1350,1200,,50,240,7750,460,17.9,1693,,0.463430404,112500,27000,23.4375,562.5,288,60,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/522,,,,1420
SS17-4PH,PBF,SLM,1350,1400,,50,240,7750,460,17.9,1693,,0.527965035,112500,27000,23.4375,562.5,336,70,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/523,,,,1420
SS17-4PH,PBF,SLM,1350,1500,,50,240,7750,460,17.9,1693,,0.514633913,112500,27000,23.4375,562.5,360,75,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/524,,,,1420
SS17-4PH,PBF,SLM,1350,1600,,50,240,7750,460,17.9,1693,,0.507880253,112500,27000,23.4375,562.5,384,80,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/525,,,,1420
SS17-4PH,PBF,SLM,1350,1800,,50,240,7750,460,17.9,1693,,0.530207673,112500,27000,23.4375,562.5,432,90,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/526,,,,1420
SS17-4PH,PBF,SLM,1350,2000,,50,240,7750,460,17.9,1693,,0.504737221,112500,27000,23.4375,562.5,480,100,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/527,,,,1420
SS17-4PH,PBF,SLM,1800,800,,50,240,7750,460,17.9,1693,,0.336985387,150000,36000,31.25,750,192,40,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/528,,,,1420
SS17-4PH,PBF,SLM,1800,1000,,50,240,7750,460,17.9,1693,,0.406929791,150000,36000,31.25,750,240,50,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/529,,,,1420
SS17-4PH,PBF,SLM,1800,1200,,50,240,7750,460,17.9,1693,,0.472703357,150000,36000,31.25,750,288,60,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/530,,,,1420
SS17-4PH,PBF,SLM,1800,1400,,50,240,7750,460,17.9,1693,,0.519620939,150000,36000,31.25,750,336,70,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/531,,,,1420
SS17-4PH,PBF,SLM,1800,1600,,50,240,7750,460,17.9,1693,,0.502053991,150000,36000,31.25,750,384,80,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/532,,,,1420
SS17-4PH,PBF,SLM,1800,1800,,50,240,7750,460,17.9,1693,,0.506042479,150000,36000,31.25,750,432,90,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/533,,,,1420
SS17-4PH,PBF,SLM,1800,2000,,50,240,7750,460,17.9,1693,,0.564726748,150000,36000,31.25,750,480,100,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/534,,,,1420
SS17-4PH,PBF,SLM,1800,2200,,50,240,7750,460,17.9,1693,,0.596249464,150000,36000,31.25,750,528,110,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/535,,,,1420
SS17-4PH,PBF,SLM,1800,2400,,50,240,7750,460,17.9,1693,,0.558445318,150000,36000,31.25,750,576,120,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/536,,,,1420
SS17-4PH,PBF,SLM,2700,1200,,50,240,7750,460,17.9,1693,,0.468464131,225000,54000,46.875,1125,288,60,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/537,,,,1420
SS17-4PH,PBF,SLM,2700,1400,,50,240,7750,460,17.9,1693,,0.478301569,225000,54000,46.875,1125,336,70,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/538,,,,1420
SS17-4PH,PBF,SLM,2700,1600,,50,240,7750,460,17.9,1693,,0.550508913,225000,54000,46.875,1125,384,80,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/539,,,,1420
SS17-4PH,PBF,SLM,2700,1800,,50,240,7750,460,17.9,1693,,0.577328178,225000,54000,46.875,1125,432,90,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/540,,,,1420
SS17-4PH,PBF,SLM,2700,2000,,50,240,7750,460,17.9,1693,,0.554521465,225000,54000,46.875,1125,480,100,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/541,,,,1420
SS17-4PH,PBF,SLM,2700,2200,,50,240,7750,460,17.9,1693,,0.539672633,225000,54000,46.875,1125,528,110,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/542,,,,1420
SS17-4PH,PBF,SLM,2700,2400,,50,240,7750,460,17.9,1693,,0.539005197,225000,54000,46.875,1125,576,120,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/543,,,,1420
SS17-4PH,PBF,SLM,2700,2600,,50,240,7750,460,17.9,1693,,0.53254,225000,54000,46.875,1125,624,130,spatter formation,1,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,25,https://www.mdpi.com/2075-4701/8/7/544,,,,1420
SS316L,PBF,SLM,60,0.6,100,25,45,8000,500,16.3,1688,390.6379109,,53333.33333,2400,29.62962963,133.3333333,0.027,0.015,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,27,https://link.springer.com/article/10.1007/s00170-020-06196-8,,,,1415
SS316L,PBF,SLM,65,0.6,100,25,45,8000,500,16.3,1688,423.1910378,,57777.77778,2600,32.09876543,144.4444444,0.027,0.015,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,27,https://link.springer.com/article/10.1007/s00170-020-06196-9,,,,1415
SS316L,PBF,SLM,70,0.6,100,25,45,8000,500,16.3,1688,455.7441646,,62222.22222,2800,34.56790123,155.5555556,0.027,0.015,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,27,https://link.springer.com/article/10.1007/s00170-020-06196-10,,,,1415
SS17-4PH,PBF,SLM,170,600,,20,100,7750,460,17.9,1693,,0.366028847,85000,8500,17,170,60,12,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,700,,20,100,7750,460,17.9,1693,,0.3492423,85000,8500,17,170,70,14,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,800,,20,100,7750,460,17.9,1693,,0.344169194,85000,8500,17,170,80,16,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,900,,20,100,7750,460,17.9,1693,,0.331278507,85000,8500,17,170,90,18,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,1000,,20,100,7750,460,17.9,1693,,0.357133625,85000,8500,17,170,100,20,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,1100,,20,100,7750,460,17.9,1693,,0.325886132,85000,8500,17,170,110,22,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,1200,,20,100,7750,460,17.9,1693,,0.310019804,85000,8500,17,170,120,24,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,170,1300,,20,100,7750,460,17.9,1693,,0.276783363,85000,8500,17,170,130,26,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,600,,20,100,7750,460,17.9,1693,,0.347198385,97500,9750,19.5,195,60,12,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,700,,20,100,7750,460,17.9,1693,,0.36524751,97500,9750,19.5,195,70,14,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,800,,20,100,7750,460,17.9,1693,,0.364756721,97500,9750,19.5,195,80,16,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,900,,20,100,7750,460,17.9,1693,,0.368356044,97500,9750,19.5,195,90,18,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,1000,,20,100,7750,460,17.9,1693,,0.347372945,97500,9750,19.5,195,100,20,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,1100,,20,100,7750,460,17.9,1693,,0.326537206,97500,9750,19.5,195,110,22,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,1200,,20,100,7750,460,17.9,1693,,0.300895787,97500,9750,19.5,195,120,24,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,195,1300,,20,100,7750,460,17.9,1693,,0.316757345,97500,9750,19.5,195,130,26,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,600,,20,100,7750,460,17.9,1693,,0.324927241,110000,11000,22,220,60,12,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,700,,20,100,7750,460,17.9,1693,,0.347629248,110000,11000,22,220,70,14,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,800,,20,100,7750,460,17.9,1693,,0.343665634,110000,11000,22,220,80,16,desirable,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,900,,20,100,7750,460,17.9,1693,,0.321177847,110000,11000,22,220,90,18,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,1000,,20,100,7750,460,17.9,1693,,0.297061178,110000,11000,22,220,100,20,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,1100,,20,100,7750,460,17.9,1693,,0.272992835,110000,11000,22,220,110,22,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,1200,,20,100,7750,460,17.9,1693,,0.277966611,110000,11000,22,220,120,24,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS17-4PH,PBF,SLM,220,1300,,20,100,7750,460,17.9,1693,,0.280762192,110000,11000,22,220,130,26,balling,,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,,,,28,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1420
SS316L,PBF,SLM,200,100,,50,78,8000,500,16.3,1688,2.600364368,,51282.05128,4000,32.8731098,256.4102564,7.8,5,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,29,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1415
SS316L,PBF,SLM,250,100,,50,78,8000,500,16.3,1688,3.250533176,,64102.5641,5000,41.09138725,320.5128205,7.8,5,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,29,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1415
SS316L,PBF,SLM,300,100,,50,78,8000,500,16.3,1688,3.900624268,,76923.07692,6000,49.30966469,384.6153846,7.8,5,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,29,https://www.sciencedirect.com/science/article/abs/pii/S003039921830851X,,,,1415
IN718,PBF,SLM,150,1200,,40,,8190,435,11.2,1673,,0.419973247,#DIV/0!,3750,#DIV/0!,#DIV/0!,0,48,LOF,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,33,https://www.sciencedirect.com/science/article/abs/pii/S0168874X17305209,,,,1400
IN718,PBF,SLM,300,2500,,40,,8190,435,11.2,1673,,0.39840153,#DIV/0!,7500,#DIV/0!,#DIV/0!,0,100,LOF,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,33,https://www.sciencedirect.com/science/article/abs/pii/S0168874X17305217,,,,1400
Ti-6Al-4V,PBF,SLM,100,400,,,95,4470.5,561.5,7.2,1922,0.235556019,,#DIV/0!,#DIV/0!,11.08033241,105.2631579,38,0,LOF,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,120,400,,,95,4470.5,561.5,7.2,1922,0.282729396,,#DIV/0!,#DIV/0!,13.29639889,126.3157895,38,0,desirable,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,150,400,,,95,4470.5,561.5,7.2,1922,0.353372887,,#DIV/0!,#DIV/0!,16.62049861,157.8947368,38,0,keyhole,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
