Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/l,d/w,l/w,E (J/mm),E (J/mm3),absorption coefficient,absorption coefficient 2,density,Cp,k,melting T,minimum absorptivity,meltpool shape,spatter,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),D10,D50,D90,paper ID,paper,porosity,relative density,comment,
Ti-6Al-4V,PBF,SLM,230,400,0,,140,,115,,,,,,0.575,,0.249467114,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,260,400,0,,140,,150,,,,,,0.65,,0.282029955,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,160,700,0,,140,,20,,,,,,0.228571429,,0.099165121,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,210,700,0,,140,,35,,,,,,0.3,,0.13017365,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,230,700,0,,140,,46,,,,,,0.328571429,,0.142608148,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,260,700,0,,140,,60,,,,,,0.371428571,,0.161182179,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,280,700,0,,140,,70,,,,,,0.4,,0.173538961,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,320,700,0,,140,,75,,,,,,0.457142857,,0.198330241,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,370,700,0,,140,,115,,,,,,0.528571429,,0.22933877,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,420,700,0,,140,,142,,,,,,0.6,,0.260347299,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,520,700,0,,140,,210,,,,,,0.742857143,,0.322364357,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,210,1000,0,,140,,20,,,,,,0.21,,0.091160413,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,230,1000,0,,140,,25,,,,,,0.23,,0.099786845,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,260,1000,0,,140,,38,,,,,,0.26,,0.112843068,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,280,1000,0,,140,,35,,,,,,0.28,,0.121469501,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,320,1000,0,,140,,50,,,,,,0.32,,0.138877798,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
Ti-6Al-4V,PBF,SLM,370,1000,0,,140,,75,,,,,,0.37,,0.160560454,,4470.5,561.5,7.2,1922,0.26,,,0,0,0,0,5.5,0,0,0,90,4.2,0,0,0,0,0,0,0,0,0,,,,34,https://www.osti.gov/biblio/1547721-keyhole-threshold-morphology-laser-melting-revealed-ultrahigh-speed-ray-imaging,,,,1649
SS316L,DED,LENS,100,1.6,2,0,200,,514,,1759,,,,62.5,,12.36004632,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,35,https://iopscience.iop.org/article/10.1088/1757-899X/861/1/012012,,,,1415
SS316L,DED,LENS,150,3.3,2,0,200,,520,,2250,,,,45.45454545,,8.989131661,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,35,https://iopscience.iop.org/article/10.1088/1757-899X/861/1/012013,,,,1415
SS316L,DED,LENS,150,1.67,2,0,200,,713,,2215,,,,89.82035928,,17.76291336,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,40,,,,,1415
SS316L,DED,LENS,200,1.67,2,0,200,,750,,2500,,,,119.760479,,23.68391039,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,40,,,,,1415
SS316L,DED,LENS,200,5,2,0,200,,514,,1832,,,,40,,7.910438971,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,35,https://iopscience.iop.org/article/10.1088/1757-899X/861/1/012014,,,,1415
SS316L,DED,LENS,200,3.33,2,0,200,,447,,1836,,,,60.06006006,,11.87751009,,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,45,70,90,40,,,,,1415
HCP Cu,PBF,SLM,400,50,0,100,45,,,850,,0,0,0,8,,68.76417213,3.279611341,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,100,0,100,45,,,780,,0,0,0,4,,34.38208607,3.35003226,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,150,0,100,45,,,630,,0,0,0,2.666666667,,22.92136481,2.833623588,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,200,0,100,45,,,580,,0,0,0,2,,17.19108189,2.762077601,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,300,0,100,45,,,520,,0,0,0,1.333333333,,11.46072126,2.73212501,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,400,0,100,45,,,475,,0,0,0,1,,8.595502088,2.694289197,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,400,500,0,100,45,,,420,,0,0,0,0.8,,6.876432757,2.485614467,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,50,0,100,45,,,670,,0,0,0,10,,85.95525403,2.008763142,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,100,0,100,45,,,600,,0,0,0,5,,42.97766587,1.955311414,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,150,0,100,45,,,510,,0,0,0,3.333333333,,28.65172544,1.744798744,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,200,0,100,45,,,420,,0,0,0,2.5,,21.48883294,1.467881763,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,300,0,100,45,,,450,,0,0,0,1.666666667,,14.32586272,1.798505123,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,400,0,100,45,,,475,,0,0,0,1.25,,10.74441647,2.155431358,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,500,500,0,100,45,,,420,,0,0,0,1,,8.595502088,1.988491573,8960,384.6,399,1631,0.6,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,540,100,0,100,45,,460,,,4.6,,,5.4,,46.41580453,,8960,384.6,399,1631,0.6,keyhole,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,540,200,0,100,45,,375,,,3.75,,,2.7,,23.20790227,,8960,384.6,399,1631,0.6,keyhole,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,540,300,0,100,45,,320,,,3.2,,,1.8,,15.47193484,,8960,384.6,399,1631,0.6,keyhole,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,540,400,0,100,45,,290,,,2.9,,,1.35,,11.60395113,,8960,384.6,399,1631,0.6,keyhole,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
HCP Cu,PBF,SLM,540,500,0,100,45,,143,,,1.43,,,1.08,,9.28312982,,8960,384.6,399,1631,0.6,keyhole,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,36,https://www.sciencedirect.com/science/article/abs/pii/S092401362100090X,,,,1358
IN718,PBF,SLM,200,100,0,40,74,,590,490,,14.75,1.204081633,0,2,22.3,1.768729607,0.725037148,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,200,250,0,40,74,,350,265,,8.75,1.320754717,0,0.8,14.1,0.707445214,0.511991817,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,200,500,0,40,74,,160,200,,4,0.8,0,0.4,10,0.353761465,0.563425983,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,200,1000,0,40,74,,48,135,,1.2,0.355555556,0,0.2,7,0.176880732,0.504224484,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,250,100,0,40,74,,90,53,,2.25,1.698113208,0,2.5,27.8,2.210853722,0.014146593,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,250,250,0,40,74,,480,300,,12,1.6,0,1,17.6,0.884325946,0.518762678,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,250,500,0,40,74,,240,210,,6,1.142857143,0,0.5,12.4,0.442201831,0.495306616,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,250,1000,0,40,74,,100,170,,2.5,0.588235294,0,0.25,8.8,0.221100915,0.632789292,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,250,1500,0,40,74,,53,150,,1.325,0.353333333,0,0.166666667,7.2,0.147426515,0.731426846,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,285,960,0,40,74,,130,190,,3.25,0.684210526,0,0.296875,10.2,0.262523336,0.663739913,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,300,100,0,40,74,,1050,540,,26.25,1.944444444,0,3,33.4,2.653055553,0.579884904,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,300,150,0,40,74,,730,460,,18.25,1.586956522,0,2,27.3,1.768729607,0.614609881,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
IN718,PBF,SLM,300,250,0,40,74,,710,310,,17.75,2.290322581,0,1.2,21.1,1.061206678,0.46026176,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,1400
MS1-,PBF,SLM,200,170,0,40,80,,450,270,,11.25,1.666666667,0,1.176470588,11.9,,0.927665177,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,200,250,0,40,80,,190,200,,4.75,0.95,0,0.8,9.8,,0.728441953,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,200,385,0,40,80,,180,160,,4.5,1.125,0,0.51948052,7.9,,0.676193118,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,200,750,0,40,80,,75,175,,1.875,0.428571429,0,0.266666667,5.7,,1.35322382,8209,450,31.4,2848,,desirable,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,250,270,0,40,80,,380,210,,9.5,1.80952381,0,0.925925926,11.8,,0.668559109,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,250,500,0,40,80,,173,148,,4.325,1.168918919,0,0.5,8.7,,0.574296818,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,250,600,0,40,80,,190,165,,4.75,1.151515152,0,0.416666667,7.9,,0.806400484,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,250,750,0,40,80,,130,140,,3.25,0.928571429,0,0.333333333,7.1,,0.718050156,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,250,1200,0,40,80,,50,115,,1.25,0.434782609,0,0.208333333,5.6,,0.742673083,8209,450,31.4,2848,,desirable,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,300,550,0,40,80,,240,175,,6,1.371428571,0,0.545454546,10,,0.696575479,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,300,730,0,40,80,,176,150,,4.4,1.173333333,0,0.410958904,8.6,,0.663771275,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
MS1-,PBF,SLM,300,1100,0,40,80,,90,130,,2.25,0.692307692,0,0.272727273,7,,0.721435559,8209,450,31.4,2848,,keyhole,,0,0,0,0,0.15,0,0,0,0.8,0,9,0,0,0,18,0,65,0,5,,,,37,https://go.gale.com/ps/anonymous?id=GALE%7CA648617896&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=18800688&p=AONE&sw=w,,,,2575
IN718,PBF,SLM,170,585,0,,100,,130,,,,,,0.290598291,,0.140742973,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-4,,,,1400
IN718,PBF,SLM,285,600,0,,100,,215,,,,,,0.475,,0.230038211,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-5,,,,1400
IN718,PBF,SLM,250,700,0,,100,,150,,,,,,0.357142857,,0.172917236,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-6,,,,1400
IN718,PBF,SLM,400,900,0,,100,,190,,,,,,0.444444444,,0.215194529,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-7,,,,1400
IN718,PBF,SLM,140,950,0,,100,,45,,,,,,0.147368421,,0.071342932,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-8,,,,1400
IN718,PBF,SLM,170,950,0,,100,,63,,,,,,0.178947368,,0.086652907,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-9,,,,1400
IN718,PBF,SLM,285,950,0,,100,,120,,,,,,0.3,,0.145250478,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-10,,,,1400
IN718,PBF,SLM,250,1100,0,,100,,90,,,,,,0.227272727,,0.110045306,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-11,,,,1400
IN718,PBF,SLM,350,1100,0,,100,,117,,,,,,0.318181818,,0.154110058,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-12,,,,1400
IN718,PBF,SLM,400,1250,0,,100,,130,,,,,,0.32,,0.15496493,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-13,,,,1400
IN718,PBF,SLM,230,1300,0,,100,,70,,,,,,0.176923077,,0.085642604,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,,,,38,https://link.springer.com/article/10.1007/s00501-020-00965-14,,,,1400
